# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,
# Wed Jun 26 22:13:17 2024,,,,,,,,,,,,,
#,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,
#,,,,,,,,,,,,,
# CONSTRAINT:  where (koi_sma > 0),,,,,,,,,,,,,
#,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,
# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,
# COLUMN koi_duration:   Transit Duration [hrs],,,,,,,,,,,,,
# COLUMN koi_ror:        Planet-Star Radius Ratio,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,
# COLUMN koi_sma:        Orbit Semi-Major Axis [au],,,,,,,,,,,,,
# COLUMN koi_incl:       Inclination [deg],,,,,,,,,,,,,
# COLUMN koi_teq:        Equilibrium Temperature [K],,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,
# COLUMN koi_dor:        Planet-Star Distance over Star Radius,,,,,,,,,,,,,
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,
# COLUMN koi_smass:      Stellar Mass [Solar mass],,,,,,,,,,,,,
#,,,,,,,,,,,,,
kepid,koi_disposition,koi_period,koi_duration,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_steff,koi_srad,koi_smass
10858737,FALSE POSITIVE,0.952378454,3.892,0.009744,1.46,0.0203,18.39,2528,9651.76,1.049,6963,1.375,1.233
10292540,FALSE POSITIVE,1.085229874,0.652,0.014698,1.37,0.0203,87.84,1632,1675.45,11.65,5713,0.851,0.948
5282477,FALSE POSITIVE,0.992798625,3.5065,0.244048,29.26,0.0203,24.56,1967,3519.47,1.34,6055,1.098,1.126
4164922,CONFIRMED,1.210693626,1.434,0.01198,0.99,0.0203,83.56,1351,784.51,5.33,5014,0.756,0.756
4732015,FALSE POSITIVE,0.938857507,3.98767,0.380085,1148.7,0.0203,45.4,6867,526061.85,1.7329,4217,27.676,1.264
5802285,FALSE POSITIVE,1.208524388,1.8478,0.34891,26.71,0.0203,62.64,1286,647.48,2.74,4963,0.701,0.781
7630658,FALSE POSITIVE,1.075577069,4.11779,0.49952,69.11,0.0203,70.62,2094,4551.51,2.6696,6011,1.267,0.966
11457191,FALSE POSITIVE,1.149198426,4.1603,0.443981,42.03,0.0203,57.92,1690,1922.43,2.2,5858,0.867,0.84
8613446,CANDIDATE,1.01485981,1.65,0.014362,1.61,0.0203,87.76,1928,3274.72,4.72,6158,1.024,1.08
9658089,CANDIDATE,1.057080807,1.82,0.009363,0.97,0.0203,53.56,1805,2518.85,1.627,6000,0.946,1.003
8123170,FALSE POSITIVE,1.03905082,3.035,0.006234,0.87,0.0203,79.64,2297,6581.45,2.451,6558,1.28,1.035
8231877,FALSE POSITIVE,1.307761491,2.22271,0.396962,29.17,0.0203,67.2,1298,671.75,3.1921,5112,0.673,0.651
8294484,FALSE POSITIVE,1.012694226,3.6017,0.315745,42.51,0.0203,78.73,2230,5846.79,2.7317,6487,1.233,1.085
11134079,FALSE POSITIVE,1.260575815,2.36064,0.383122,29.91,0.0203,83.6,1410,935.7,5.2059,5388,0.715,0.701
11611600,CONFIRMED,1.219568047,1.5681,0.01975,1.51,0.0204,89.37,1252,578.96,6.075,4838,0.701,0.778
10202759,FALSE POSITIVE,0.872952088,1.4499,0.112178,25.5,0.0204,34.75,3165,23715.46,1.339,7102,2.082,1.48
2708885,FALSE POSITIVE,1.146934644,1.7247,0.014751,1.39,0.0204,85.14,1554,1382.04,4.78,5423,0.862,0.862
5551672,CANDIDATE,2.184437698,1.0422,0.034479,0.94,0.0204,89.88,529,18.41,16.56,3421,0.25,0.236
7699298,FALSE POSITIVE,1.1578141,3.253,0.006983,1.24,0.0204,76.35,2133,4895.77,2.389,5412,1.629,0.845
5991070,FALSE POSITIVE,0.94102954,4.415,0.00535,1.41,0.0204,86.07,2761,13794.93,1.7363,5766,2.409,1.283
4160006,FALSE POSITIVE,1.018360336,7.622,0.669772,107,0.0204,73.76,2302,6627.64,1.9765,6160,1.463,1.087
8244190,FALSE POSITIVE,1.09206833,1.8596,0.013798,1.29,0.0205,83.41,1611,1588.89,4.09,5639,0.859,0.959
10141900,CONFIRMED,1.196548464,1.2592,0.013587,1.25,0.0205,87.27,1414,945.12,6.98,4999,0.843,0.8
5649956,FALSE POSITIVE,1.207852845,3.5802,0.443443,38.59,0.0205,65.37,1539,1331.31,2.67,5601,0.797,0.791
5371777,CONFIRMED,0.991659646,2.215,0.008786,1.19,0.0205,71.48,2102,4614.18,2.407,6117,1.244,1.17
9153823,CANDIDATE,1.444486083,1.437,0.028315,1.73,0.0205,87.69,1051,290.01,7.57,4569,0.559,0.553
5031882,FALSE POSITIVE,1.00960235,7.847,0.007366,1.94,0.0205,11.91,2885,16358.66,1.013,6028,2.412,1.122
11358392,FALSE POSITIVE,0.984971822,1.64247,0.375255,56.1,0.0205,61.92,2321,6852.37,2.71,6437,1.369,1.18
9641031,FALSE POSITIVE,1.089077111,3.8834,0.604175,77.59,0.0205,79.13,2045,4147.85,3.339,6126,1.176,0.972
8846809,FALSE POSITIVE,0.778705577,6.445,0.177207,59.33,0.0205,2.29,4233,75864.33,1.173,7846,3.066,1.898
5802486,FALSE POSITIVE,1.073917869,2.4305,0.315181,33.01,0.0206,44.05,1794,2450.63,1.761,5962,0.959,1.011
10232693,FALSE POSITIVE,0.990516282,2.019,0.013418,3.52,0.0206,40.53,2841,15469.83,1.301,5975,2.399,1.194
7879433,CONFIRMED,1.385787741,1.6449,0.008438,0.55,0.0206,86.72,1008,245.15,6.12,4239,0.6,0.611
6670075,FALSE POSITIVE,0.759706632,1.0896,0.006034,1.38,0.0206,83.57,3834,51080.76,4.64,8621,2.094,2.018
4075015,FALSE POSITIVE,1.11431205,2.112,0.011562,1.07,0.0206,88.03,1635,1691.99,4.081,5776,0.849,0.939
8487838,FALSE POSITIVE,1.061937837,2.31,0.006582,0.68,0.0206,87.98,1757,2252.16,3.56,5893,0.941,1.033
11496490,FALSE POSITIVE,1.035268597,0.5663,0.010183,1.34,0.0206,88.24,2136,4922.79,13.06,6332,1.205,1.08
5895158,CONFIRMED,1.093665854,1.4399,0.013555,1.29,0.0206,88.29,1681,1880.33,5.825,5845,0.874,0.968
6695889,FALSE POSITIVE,1.106560721,2.64151,0.499618,47.63,0.0206,83.36,1782,2382.7,4.593,6205,0.873,0.948
5389184,FALSE POSITIVE,1.06995136,1.322,0.006786,0.9,0.0206,88.36,1991,3730.45,6.158,5869,1.221,1.021
10661771,FALSE POSITIVE,1.231364189,5.8574,0.055411,5.39,0.0207,31.13,1707,2005.15,1.1629,5897,0.891,0.778
10676923,FALSE POSITIVE,1.031096352,2.781,0.020135,2.36,0.0207,40.38,2020,3954.46,1.2847,6371,1.072,1.117
6717252,CANDIDATE,1.19260017,1.502,0.006921,0.77,0.0207,89.86,1726,2107.84,6.14,5600,1.013,0.837
8960918,FALSE POSITIVE,1.19087362,1.785,0.007501,0.73,0.0207,85.27,1489,1165.78,4.77,5158,0.888,0.836
5008501,CANDIDATE,0.968026356,0.7143,0.013644,1.78,0.0207,89.7,2167,5205.91,10.5,6469,1.193,1.26
5391911,FALSE POSITIVE,0.782068488,1.239,0.009513,21.02,0.0207,86.61,6169,343029.57,4.720515,4475,20.237,1.939
8750094,FALSE POSITIVE,1.12679793,12.079,0.229677,21.07,0.0207,8.86,1590,1514.63,1.23,5662,0.84,0.937
4949027,FALSE POSITIVE,1.06100327,1.675,0.008961,0.94,0.0207,88.81,1793,2443.69,4.9,5966,0.961,1.049
10329835,CONFIRMED,1.52373073,1.4796,0.022705,1.26,0.0208,73.31,818,105.95,3.28,3746,0.51,0.516
8256453,FALSE POSITIVE,1.347512632,1.9817,0.313479,23.45,0.0208,58.91,1346,775.18,2.42,5316,0.685,0.658
2305311,FALSE POSITIVE,1.404674486,5.056,0.01288,0.86,0.0208,58.44,1126,379.5,1.551,4716,0.609,0.603
10407210,FALSE POSITIVE,0.933728755,4.363,0.00355,0.72,0.0208,64.29,2777,14057.75,1.486,6652,1.863,1.378
5119619,FALSE POSITIVE,1.11205787,1.459,0.010031,1.02,0.0208,89.92,1799,2484.64,5.911,6098,0.932,0.976
7199644,FALSE POSITIVE,1.13357304,2.849,0.005691,0.59,0.0208,70.7,1836,2688.01,2.24,6147,0.954,0.932
4863260,FALSE POSITIVE,0.987069622,1.0092,0.01816,2.43,0.0208,88.47,2232,5878.09,7.484799,6602,1.223,1.24
9540450,FALSE POSITIVE,1.077358008,3.6713,0.607972,70.64,0.0208,79.79,1925,3242.53,3.495,6100,1.064,1.029
6128245,CANDIDATE,1.118510435,1.111,0.00789,0.75,0.0208,88.09,1684,1898.51,7.53,5918,0.865,0.956
12367017,FALSE POSITIVE,1.222127938,2.2613,0.319159,30.32,0.0208,52.79,1470,1107.41,2.08,5157,0.87,0.806
4074294,FALSE POSITIVE,0.892988877,2.4428,0.009042,2.94,0.0208,70.88,3285,27545.43,2.166,6228,2.975,1.504
9143254,FALSE POSITIVE,1.137525054,2.68228,0.417737,42.74,0.0209,61.46,1746,2197.52,2.5904,5912,0.937,0.939
5794570,CONFIRMED,1.116127169,1.3235,0.010104,1,0.0209,82.64,1659,1797.63,5.06,5721,0.905,0.983
9094763,FALSE POSITIVE,1.08469871,4.077,0.010794,1.11,0.0209,67.17,1757,2247.25,1.733,5942,0.938,1.028
10407047,FALSE POSITIVE,0.93374699,6.168,0.180609,103.98,0.0209,11.45,3442,33070.3,1.191,4909,5.272,1.386
8848115,FALSE POSITIVE,0.82484293,1.383,0.021646,97.92,0.0209,89.63,8138,1040816.86,4.691,4148,41.424,1.796
9656547,FALSE POSITIVE,1.27228771,2.099,0.008366,0.63,0.0209,84.27,1275,624.11,4.28,5044,0.686,0.762
9838761,FALSE POSITIVE,1.33254428,3.122,0.011644,0.93,0.0209,89.64,1427,981.02,3.35,5460,0.734,0.686
9119568,FALSE POSITIVE,1.22174063,7.443,0.005074,0.46,0.021,89.85,1461,1081.5,1.4046,5258,0.835,0.831
2308411,FALSE POSITIVE,0.983304511,1.78,0.008406,1.1,0.021,82.82,2121,4774.53,3.815,6363,1.198,1.273
9345819,FALSE POSITIVE,1.04588635,2.833,0.009341,1.1,0.021,85.9,1972,3582.91,2.854,6249,1.076,1.13
4917014,FALSE POSITIVE,0.796815149,1.0727,0.006943,10.23,0.021,83.9,5480,212663.45,4.931582,4897,13.499,1.935
5621299,FALSE POSITIVE,0.93891532,2.134,0.005777,1.13,0.021,88.84,2667,11944.88,3.42,6534,1.797,1.395
10801951,FALSE POSITIVE,1.105123883,3.001,0.007944,0.83,0.021,72.15,1755,2235.64,2.233,5883,0.959,1.005
7109851,FALSE POSITIVE,1.086486129,0.8383,0.007758,1.69,0.0211,86.48,2539,9816.28,8.55,5911,2,1.06
9592850,FALSE POSITIVE,1.219324537,4.7501,0.618896,60.62,0.0211,81.21,1569,1432.21,3.1992,5455,0.897,0.844
5471690,FALSE POSITIVE,0.962815183,2.581,0.004208,1.12,0.0211,88.24,3152,23331.88,2.911,6638,2.445,1.349
3832716,FALSE POSITIVE,1.141877248,4.33931,0.593216,88.62,0.0212,79.07,2184,5358.79,3.1521,6158,1.368,0.969
9300285,FALSE POSITIVE,1.012672041,3.0512,0.040293,5.89,0.0212,47.96,2337,7026.31,1.4291,6663,1.338,1.235
8940918,FALSE POSITIVE,1.405887031,1.184,0.01333,0.95,0.0212,87.58,1086,329.99,8.6,4440,0.653,0.646
4665991,FALSE POSITIVE,1.12401084,3.052,0.006086,0.61,0.0212,83.86,1719,2058.79,2.778,5941,0.911,1.001
4647662,FALSE POSITIVE,1.06484622,3.287,0.006036,0.72,0.0212,84.44,2034,4059.63,2.4958,6445,1.087,1.125
10092312,FALSE POSITIVE,1.096587245,3.0287,1.639758,168.68,0.0212,17.79,1726,2096.5,2.75,5869,0.942,1.054
8552587,FALSE POSITIVE,1.061935973,3.3177,0.208381,24.17,0.0212,23.81,1961,3479.87,1.301,6274,1.062,1.115
4933476,FALSE POSITIVE,1.28619671,1.114,0.012568,1.27,0.0212,79.07,1646,1740.01,4.61,5650,0.926,0.77
5428657,CANDIDATE,1.54287434,1.1121,0.017873,1.05,0.0212,89.93,1007,243.62,10.8,4530,0.539,0.537
11192235,CONFIRMED,1.615357809,1.1435,0.025766,1.37,0.0213,78.69,806,99.32,4.75,3821,0.486,0.49
5893123,FALSE POSITIVE,1.125963085,1.5034,0.011581,1.41,0.0213,82.78,1988,3689.22,4.74,6225,1.116,1.011
5903312,FALSE POSITIVE,1.16015259,1.3433,0.013013,1.4,0.0213,80.6,1751,2229.29,4.58,5842,0.985,0.959
9049673,FALSE POSITIVE,1.327471395,5.2334,0.083455,7.08,0.0213,53.88,1395,892.4,1.5227,5232,0.777,0.727
6312314,FALSE POSITIVE,1.221204888,1.8511,0.010101,1.1,0.0213,81.71,1772,2334.4,4.16,5874,0.997,0.867
8758161,FALSE POSITIVE,0.998217563,3.90851,0.462512,88.64,0.0213,65.18,2795,14421.97,2.3905,6980,1.755,1.292
5809890,CONFIRMED,1.269091415,1.4647,0.016909,1.41,0.0214,86.18,1331,740.47,6.19,5041,0.766,0.807
7770450,FALSE POSITIVE,1.157808038,3.6705,0.236655,22.9,0.0214,30.49,1579,1472.38,1.396,5566,0.886,0.975
12110786,FALSE POSITIVE,1.112207126,1.35,0.0069,0.73,0.0214,86.06,1797,2467.09,5.85,6046,0.972,1.053
9641041,FALSE POSITIVE,1.089077863,2.4676,0.011599,1.96,0.0214,70.6,2359,7312.11,2.343,6280,1.551,1.1
9490653,FALSE POSITIVE,1.227986164,1.551,0.011491,1.17,0.0214,84.97,1673,1846.47,5.44,5746,0.931,0.861
4281068,FALSE POSITIVE,1.01530474,8.7622,0.411901,64.77,0.0214,30.61,2324,6918.45,1.4465,6428,1.44,1.273
9641144,FALSE POSITIVE,1.089076495,2.274,0.006327,0.75,0.0214,78.76,2016,3923.24,3.06,6444,1.079,1.107
10556180,FALSE POSITIVE,1.02104719,6.39,0.104426,13.68,0.0214,8.59,2129,4852.49,1.099,6444,1.2,1.248
6543683,FALSE POSITIVE,1.195515251,5.0834,0.391084,49.33,0.0214,38.69,1959,3469.7,1.641,6040,1.155,0.909
10407020,FALSE POSITIVE,0.933747751,3.9236,0.008655,2.07,0.0214,60.51,3112,22250.69,1.505,6985,2.187,1.502
9471755,FALSE POSITIVE,0.953734449,1.7616,0.298872,47.65,0.0214,45.34,2672,12038.6,1.796,7332,1.46,1.43
4663658,FALSE POSITIVE,0.705891195,5.281,0.003731,1,0.0214,63.82,4884,134291.26,1.159,10346,2.449,2.609
8552565,FALSE POSITIVE,1.061932545,2.1429,0.011349,2.29,0.0215,75.43,2508,9391.15,2.84,6134,1.851,1.179
7215678,CANDIDATE,1.151244686,1.272,0.400856,40.32,0.0215,44.68,1756,2253.09,1.951,6086,0.921,1.003
12469800,CONFIRMED,1.302017467,1.3692,0.015357,1.37,0.0215,87.69,1344,772.73,7.11,4948,0.816,0.782
10363281,FALSE POSITIVE,0.934924739,2.052,0.007993,2.29,0.0215,84.79,3156,23533,3.4,6477,2.628,1.519
6370120,FALSE POSITIVE,1.35477049,1.618,0.010656,0.8,0.0215,87.82,1102,348.9,6.31,4414,0.689,0.723
2853828,FALSE POSITIVE,1.077467951,2.1125,0.188607,31.06,0.0215,23.59,2339,7064.38,1.289,6329,1.508,1.135
2989706,FALSE POSITIVE,1.257689465,0.8399,0.028494,2.45,0.0215,89.02,1513,1244.66,11.564,5676,0.787,0.84
9535881,FALSE POSITIVE,0.960842633,2.6441,0.387208,67.53,0.0215,36.81,2808,14655.53,1.675,7381,1.597,1.429
9007609,FALSE POSITIVE,1.316398648,1.169,0.012402,1.09,0.0215,87.21,1374,842.93,8.05,5088,0.806,0.763
7374746,FALSE POSITIVE,1.366946478,3.37701,0.525639,43.45,0.0215,77.58,1403,910.99,4.0409,5353,0.757,0.704
8302302,FALSE POSITIVE,1.135930136,4.5036,0.49963,52.05,0.0215,50.72,1836,2683.57,2.025,6247,0.954,1.022
5551504,FALSE POSITIVE,1.204529346,1.62,0.008551,1.4,0.0215,85.89,1968,3561.16,5.34,5340,1.504,0.917
9838414,FALSE POSITIVE,1.33261458,5.161,0.043932,3.65,0.0215,45.43,1208,505.52,1.334,4611,0.76,0.748
6706287,FALSE POSITIVE,1.267693801,3.57993,0.617872,64.84,0.0215,81.97,1606,1572.85,4.212,5446,0.961,0.825
10292465,FALSE POSITIVE,1.35337091,2.2396,0.311769,26.69,0.0215,83.97,1444,1031.53,5.507,5426,0.784,0.726
6697605,CANDIDATE,1.23935745,1.683,0.014238,1.5,0.0216,67.67,1583,1488.51,2.45,5370,0.966,0.877
6276994,FALSE POSITIVE,1.10601182,2.577,0.00688,0.77,0.0216,79.41,1903,3093.39,2.9,6241,1.031,1.088
5556726,FALSE POSITIVE,0.962825082,2.8464,0.009628,5.18,0.0216,88.11,3265,26811.24,2.667,4898,4.928,1.443
7031638,FALSE POSITIVE,1.13353095,3.17,0.003967,0.49,0.0216,87.59,2006,3840.87,2.79,6318,1.121,1.046
8669092,FALSE POSITIVE,1.000840564,1.3292,0.231327,80.25,0.0216,63.2,3367,30248.83,2.58,6287,3.177,1.328
10341878,FALSE POSITIVE,0.933753371,4.438,0.006401,1.44,0.0216,79.28,3137,22850.9,1.672,7286,2.056,1.532
6041511,FALSE POSITIVE,0.97705114,2.33,0.004299,0.77,0.0216,77,2501,9261.1,2.68,6527,1.631,1.409
10920420,FALSE POSITIVE,0.9438885,2.592,0.005796,1.45,0.0216,73.43,3158,23572.82,2.28,6947,2.297,1.511
10148521,FALSE POSITIVE,1.204274435,1.3362,0.012855,1.19,0.0217,84.94,1564,1413.91,5.99,5668,0.849,0.938
9730163,CONFIRMED,2.984157711,1.2637,0.046896,0.92,0.0217,88.49,401,6.12,17.06,3157,0.18,0.153
8651551,FALSE POSITIVE,1.527491117,7.9136,0.428584,27.85,0.0217,48.6,988,224.31,1.76,4273,0.595,0.581
5903301,FALSE POSITIVE,1.160153553,2.16452,0.400707,60.47,0.0217,63.74,2183,5363.78,2.843,6200,1.382,1.009
10661718,FALSE POSITIVE,1.231361934,5.433,0.026429,2.93,0.0217,31.76,1839,2707.51,1.1436,6095,1.016,0.9
6387887,FALSE POSITIVE,0.650701055,0.89164,0.696827,281.62,0.0217,87.52,6285,370319.14,9.2509,10921,3.701,3.235
4367544,FALSE POSITIVE,1.19563447,5.3934,0.096847,14.94,0.0217,54.77,1988,3686.75,1.4931,5583,1.413,0.95
9597854,FALSE POSITIVE,1.287097944,1.94,0.009588,0.89,0.0217,85.42,1631,1678.58,4.78,5906,0.852,0.826
4574310,FALSE POSITIVE,1.306220168,5.14519,0.677492,83.16,0.0217,83.96,2095,4556.14,3.3451,6600,1.124,0.796
5471574,FALSE POSITIVE,0.962827066,4.48,0.088515,29.27,0.0218,13.09,3399,31471.91,1.108,6534,3.028,1.484
9899181,FALSE POSITIVE,1.332560553,3.315,0.005094,0.4,0.0218,82.79,1249,574.99,2.945,4947,0.714,0.8
9640907,FALSE POSITIVE,1.089088292,1.8599,0.010985,1.28,0.0218,86.18,1914,3167.63,4.376379,6194,1.069,1.161
11253711,CONFIRMED,1.226223959,2.1689,0.006849,1,0.0218,89.93,2024,3973.86,4.388,5855,1.34,0.92
4949524,FALSE POSITIVE,1.233076007,12.506,0.351801,31.39,0.0218,14.35,1513,1237.97,1.354234,5602,0.817,0.913
10601549,FALSE POSITIVE,1.463773705,1.9123,0.298682,21.79,0.0218,81.83,1329,739.19,5.89,5446,0.668,0.646
9458266,CANDIDATE,1.58487898,1.791,0.006011,0.37,0.0218,86.16,943,187.91,6.22,4201,0.566,0.552
8565912,FALSE POSITIVE,1.012174295,4.6617,0.610513,114.4,0.0218,77.27,2737,13215.77,2.7052,6987,1.716,1.343
5956656,CONFIRMED,1.224866441,1.7086,0.012766,1.54,0.0219,86.94,1741,2174.33,5.358,5553,1.107,0.933
5475042,CANDIDATE,1.242639742,1.763,0.011446,1.02,0.0219,88.39,1487,1159.26,5.418,5520,0.818,0.917
10388286,CONFIRMED,1.682695938,1.3867,0.0239,1.23,0.0219,89.85,750,74.7,9.507,3669,0.47,0.494
3450040,CANDIDATE,1.166960319,1.6823,0.008944,0.88,0.0219,89.65,1596,1534.29,5.376,5632,0.904,1.026
6209798,FALSE POSITIVE,1.205412526,1.537,0.102818,12.6,0.0219,40.58,1988,3681.8,1.438,6292,1.122,0.959
11518201,CANDIDATE,1.236866732,1.242,0.018187,1.75,0.0219,64.35,1569,1439.3,2.27,5621,0.879,0.921
8265156,FALSE POSITIVE,0.978362973,1.206,0.005708,1.04,0.0219,87.47,2772,13948.03,6.041,7193,1.671,1.46
9043947,CANDIDATE,1.04347858,2.012,0.004461,1.09,0.0219,81.91,2688,12313.82,3.53,6014,2.246,1.281
9520668,FALSE POSITIVE,1.399326503,1.8305,0.012581,1,0.022,89.92,1143,402.58,5.942,4502,0.728,0.722
4067110,FALSE POSITIVE,0.735146413,5.053,0.207343,168.34,0.022,11.73,5366,195250.9,1.217,6611,7.435,2.61
4059887,FALSE POSITIVE,1.018347376,4.386,0.006671,1.92,0.022,65.43,2832,15153.38,1.574,5858,2.638,1.358
4242692,CONFIRMED,1.138548215,2.1482,0.007741,1.45,0.022,81.07,2537,9805.45,3.51,6520,1.713,1.094
9758032,CANDIDATE,1.332035996,1.391,0.010635,0.85,0.022,88.93,1365,823.09,7.348,5376,0.73,0.811
4945035,FALSE POSITIVE,1.174683069,2.5167,0.024479,3.06,0.022,47.84,1901,3076.92,1.46,5974,1.143,1.022
9357375,FALSE POSITIVE,1.58826263,2.655,0.00794,0.47,0.022,89.73,862,130.67,4.64,3931,0.544,0.564
6437993,FALSE POSITIVE,1.39797542,9.06,0.005868,0.49,0.022,86.69,1316,709.8,1.339,5074,0.761,0.725
9899153,FALSE POSITIVE,1.33256167,3.743,0.006993,0.63,0.022,81.1,1326,727.84,2.6,4895,0.828,0.796
4826110,FALSE POSITIVE,1.333395306,1.188,0.009657,0.86,0.0221,88.99,1390,880.53,8.581,5199,0.811,0.807
10190777,CONFIRMED,1.411230023,1.4325,0.021233,1.71,0.0221,78.73,1164,436.04,4.35,4575,0.737,0.726
9777256,FALSE POSITIVE,1.33251589,4.216,0.011156,1.3,0.0221,76.08,1747,2207.85,2.204,5701,1.068,0.813
9366988,FALSE POSITIVE,1.219034103,2.4494,0.291493,40.46,0.0221,84.41,1977,3621.09,4.671,5914,1.271,0.972
6152521,FALSE POSITIVE,0.94895231,3.952,0.007505,2.51,0.0221,60.85,3464,33931.93,1.515,6661,3.067,1.589
10662021,FALSE POSITIVE,1.23140522,3.338,0.006601,0.81,0.0221,81.15,1756,2252.47,2.68,5600,1.118,0.951
6543682,FALSE POSITIVE,1.195516859,6.17216,0.691753,75.54,0.0221,82.97,1715,2045.19,2.67356,5780,1,1
5213902,FALSE POSITIVE,1.194812329,1.3777,0.012883,1.36,0.0222,86.26,1806,2521.46,6.19,6198,0.97,1.024
7746958,CANDIDATE,1.204686597,0.823,0.014218,1.55,0.0222,88.25,1711,2026.81,10.76,5780,1,1
9964748,FALSE POSITIVE,1.183818383,1.393,0.008438,0.91,0.0222,88.49,1775,2337.65,6.481,6014,0.992,1.029
5716763,CANDIDATE,1.28132831,0.9157,0.025924,4.52,0.0222,78.89,2215,5673.71,4.81,5918,1.596,0.881
9716302,FALSE POSITIVE,1.332566763,4.001,0.018097,1.49,0.0222,78.61,1318,713.45,2.4,5134,0.752,0.825
8222627,CANDIDATE,1.121733366,1.032,0.008523,2.39,0.0222,86.44,2384,7641.15,7.47,5023,2.571,1.157
9823519,CONFIRMED,1.766789509,1.3345,0.028909,1.4,0.0222,89.64,730,66.95,10.402,3698,0.444,0.464
8741367,CANDIDATE,0.9886684,2.023,0.010507,3.18,0.0222,84.01,3183,24258.04,3.57,6456,2.773,1.49
11706658,FALSE POSITIVE,1.407937865,1.585,0.235958,19.09,0.0222,83.48,1179,457.02,6.68,4627,0.741,0.734
5534476,FALSE POSITIVE,1.02547271,1.996,0.005034,0.94,0.0222,77.91,2657,11800.82,3.11,6862,1.712,1.395
9959368,FALSE POSITIVE,1.33255801,4.74,0.006354,0.62,0.0222,79.09,1443,1025.1,2.1,5161,0.892,0.821
8229458,CONFIRMED,1.646801683,1.1966,0.01543,0.86,0.0223,89.3,806,99.8,10.61,3810,0.513,0.543
5802292,FALSE POSITIVE,1.208528832,1.336,0.012387,1.25,0.0223,89.68,1725,2084.15,7.02,6072,0.923,1.005
10083623,FALSE POSITIVE,1.278555003,1.4247,0.057422,5.19,0.0223,70.37,1515,1241.92,2.91,5636,0.827,0.899
6695801,FALSE POSITIVE,1.10656965,1.669,0.008587,1.09,0.0223,86.97,1988,3696.18,4.97,6237,1.165,1.211
9899514,FALSE POSITIVE,1.33255577,4.282,0.010039,0.97,0.0223,85.31,1420,961.41,2.43,5122,0.881,0.835
9899577,FALSE POSITIVE,1.33258981,3.987,0.007995,0.67,0.0223,85.05,1369,832.33,2.585,5309,0.763,0.843
6066403,FALSE POSITIVE,1.303861044,4.0541,0.282709,27.85,0.0224,26.7,1610,1595.19,1.408,5758,0.902,0.887
11283615,CONFIRMED,1.289590179,1.3541,0.015625,1.38,0.0224,86.63,1448,1040.23,6.82,5467,0.808,0.906
5309353,FALSE POSITIVE,1.376384817,1.745,0.018035,1.47,0.0224,83.82,1343,770.31,5.18,5278,0.746,0.791
10491525,FALSE POSITIVE,1.09844642,1.528,0.006626,1.73,0.0224,79.29,2921,17139.77,3.91,6403,2.391,1.233
7470491,FALSE POSITIVE,0.902222843,2.0516,0.004918,48.23,0.0224,80.24,10340,2710661.9,2.999042,3705,89.806,1.847
8029848,FALSE POSITIVE,1.20608769,2.2272,0.300462,44.46,0.0224,49.19,1941,3353.78,1.917,5657,1.355,1.028
9569866,FALSE POSITIVE,1.480324075,3.20209,0.610647,47.81,0.0224,86.03,1313,701.93,5.6088,5260,0.717,0.68
5534702,FALSE POSITIVE,1.025465924,3.71841,0.519578,106.84,0.0224,72.01,2710,12744.17,2.8497,6700,1.883,1.424
5211470,FALSE POSITIVE,0.938074536,1.9618,0.224211,417.01,0.0224,38.92,5718,251840.36,1.537,4697,17.032,1.691
7255336,FALSE POSITIVE,1.20320092,1.9197,0.334324,49.25,0.0225,56.44,2124,4809.16,2.3,6218,1.349,1.045
10973664,CONFIRMED,1.208462378,1.544,0.015571,1.64,0.0225,76.66,1767,2307.65,3.6,6122,0.964,1.041
10661778,FALSE POSITIVE,1.231363214,5.8101,0.098455,10.75,0.0225,42.62,1699,1973.12,1.317,5780,1,1
5702637,FALSE POSITIVE,1.0388961,4.755,0.720625,114.1,0.0225,14.9,2494,9145.54,1.761,7043,1.45,1.406
8738244,FALSE POSITIVE,0.683082998,4.409,0.011709,9.92,0.0225,54.82,6757,492690.35,1.204,8247,7.762,3.253
10191036,FALSE POSITIVE,1.21374652,3.371,0.005118,0.59,0.0225,76.24,1880,2945.61,2.397,6238,1.049,1.022
7174617,FALSE POSITIVE,1.608363345,2.1988,0.300955,19.36,0.0225,84.63,1133,390.1,6.491,5022,0.589,0.589
3344427,FALSE POSITIVE,1.303570451,2.28163,0.601921,235.58,0.0225,85.28,2720,12920.56,6.6509,4884,3.584,0.891
