# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 26 22:07:03 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
#
kepid,koi_disposition,koi_period,koi_duration,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_steff,koi_srad,koi_smass
10928043,CANDIDATE,6.846398840,3.49190,0.013285,1.90,0.0732,82.65,1132.0,387.84,7.030000,6065.00,1.3100,1.1150
10794087,CONFIRMED,7.649708320,6.62500,0.008120,1.43,0.0822,77.52,1144.0,404.99,4.150000,5855.00,1.6130,1.2660
10794087,CANDIDATE,12.376793120,3.85000,,,,,,,,,,
6541920,CONFIRMED,10.304011320,4.22460,0.016083,1.84,0.0903,89.95,849.0,122.98,18.939000,5657.00,1.0460,0.9210
4275739,FALSE POSITIVE,2.171827838,3.22050,0.601913,58.56,0.0322,74.22,1311.0,698.31,4.860000,5650.00,0.8910,0.9440
7287415,CONFIRMED,3.016182013,2.83490,0.014736,2.25,0.0408,82.72,1449.0,1044.49,5.780000,5611.00,1.4000,0.9950
6924203,CONFIRMED,6.883376100,2.27020,0.019546,1.69,0.0678,89.82,857.0,127.67,23.559000,5679.00,0.7940,0.8860
6878167,FALSE POSITIVE,0.833980196,1.75600,0.015277,1.45,0.0170,80.13,1816.0,2562.78,3.190000,5747.00,0.8710,0.9390
6880531,FALSE POSITIVE,69.627542020,11.07000,,,,,,,,,,
6863839,FALSE POSITIVE,1.926353494,2.53050,0.013594,1.33,0.0292,78.81,1484.0,1146.34,3.950000,6063.00,0.8990,0.8930
7296086,FALSE POSITIVE,0.890737359,1.92570,0.161113,20.57,0.0180,30.02,2022.0,3948.43,1.324000,5687.00,1.1690,0.9790
11389771,CONFIRMED,5.419084910,2.33790,0.014334,1.38,0.0593,87.99,989.0,225.71,15.260000,5814.00,0.8810,0.9440
11599038,CONFIRMED,7.017335710,3.56700,0.015214,1.61,0.0712,87.34,984.0,221.46,12.530000,6052.00,0.9670,0.9740
11193263,CONFIRMED,6.911342230,5.67430,0.012920,1.90,0.0720,88.37,1086.0,328.65,9.130000,5685.00,1.3500,1.0390
11027624,CONFIRMED,394.624951400,24.10800,0.041298,7.79,1.1088,89.84,325.0,2.65,123.300000,5910.00,1.7270,1.1640
11032227,CONFIRMED,7.193049350,3.40700,0.014669,1.59,0.0744,89.94,995.0,232.36,16.370000,6185.00,0.9910,1.0600
8751933,CONFIRMED,86.647644480,4.23260,0.076850,9.40,0.3786,90.00,419.0,7.28,168.410000,5522.00,1.1200,0.9630
8630788,CONFIRMED,36.337504530,7.06000,0.054879,5.30,0.2137,88.17,513.0,16.36,25.870000,5717.00,0.8840,0.9840
8630788,CONFIRMED,14.646130580,5.68800,0.022987,2.22,0.1166,88.09,694.0,54.95,16.850000,5717.00,0.8840,0.9840
8630788,CONFIRMED,148.272013000,4.19200,0.044520,4.30,0.5456,89.66,321.0,2.51,150.900000,5717.00,0.8840,0.9840
8823426,FALSE POSITIVE,1.506507172,4.53460,0.259398,13.40,0.0202,31.59,801.0,97.56,1.439000,3755.00,0.4730,0.4850
4070376,FALSE POSITIVE,1.634614356,3.44220,0.417475,44.22,0.0272,64.64,1611.0,1597.73,2.870000,6121.00,0.9700,1.0010
4078157,FALSE POSITIVE,16.025018977,3.88280,12.407403,1069.01,0.1187,78.78,657.0,44.01,68.000000,5776.00,0.7890,0.8790
4164994,CONFIRMED,10.506829780,3.77690,0.105491,9.01,0.0895,88.93,668.0,47.21,21.850000,5127.00,0.7820,0.8720
4480676,FALSE POSITIVE,0.711966971,2.02210,0.367816,33.34,0.0141,48.11,1855.0,2808.98,1.899000,5486.00,0.8300,0.7410
4079535,FALSE POSITIVE,17.727243920,4.10730,0.134419,14.77,0.1364,88.16,741.0,71.06,25.690000,6181.00,1.0060,1.0740
6766634,CONFIRMED,321.212436500,4.01200,0.051603,7.25,0.9453,89.86,310.0,2.17,359.000000,6018.00,1.2860,1.0900
6774826,FALSE POSITIVE,7.138953760,4.56800,0.213296,49.96,0.0807,61.87,1622.0,1635.00,2.540000,7131.00,2.1450,1.3730
5652237,FALSE POSITIVE,4.464545400,2.88230,0.014181,3.07,0.0559,83.64,1601.0,1555.36,7.300000,6093.00,1.9850,1.1680
7211469,CONFIRMED,11.296894420,4.62300,0.013526,1.74,0.1033,87.54,907.0,160.18,14.790000,6096.00,1.1760,1.1550
7375795,FALSE POSITIVE,19.301120390,6.07520,0.016082,1.66,0.1324,86.22,669.0,47.49,13.080000,5687.00,0.9430,0.8300
7255336,FALSE POSITIVE,1.203200920,1.91970,0.334324,49.25,0.0225,56.44,2124.0,4809.16,2.300000,6218.00,1.3490,1.0450
7831264,CONFIRMED,5.968724048,3.65100,0.020737,3.26,0.0670,89.25,1251.0,579.90,12.593000,6122.00,1.4390,1.1230
7802136,FALSE POSITIVE,10.980246199,3.74464,0.223972,21.94,0.0917,88.09,821.0,107.47,21.976000,5952.00,0.8970,0.8510
7532973,CONFIRMED,2.144632238,6.27010,0.415349,59.19,0.0334,56.90,1736.0,2146.82,2.249000,6296.00,1.3050,1.0760
9632895,FALSE POSITIVE,27.322044880,5.67160,0.255925,21.58,0.1682,89.67,531.0,18.81,45.248000,5620.00,0.7720,0.8630
7449844,FALSE POSITIVE,1.152216965,2.22450,0.113752,187.73,0.0326,75.12,5283.0,183811.71,3.158000,5560.00,15.1130,3.4680
8766222,FALSE POSITIVE,5.297229300,3.79900,0.030552,47.70,0.0726,89.88,2867.0,15961.10,10.990000,4631.00,14.2960,1.8120
8678594,CONFIRMED,133.460999000,11.49970,0.064443,11.21,0.5167,89.84,433.0,8.29,91.800000,5588.00,1.5930,1.0310
10925104,CONFIRMED,5.188563677,2.36830,0.017039,1.00,0.0484,89.39,586.0,27.95,16.770000,3980.00,0.5400,0.5600
8678594,CONFIRMED,15.194233590,3.10600,0.021229,3.69,0.1214,87.06,893.0,150.25,17.650000,5588.00,1.5930,1.0310
8703884,FALSE POSITIVE,14.170987450,3.48040,0.049395,4.19,0.1068,89.93,608.0,32.22,32.620000,5107.00,0.7770,0.8070
8560840,FALSE POSITIVE,31.973416900,13.26200,0.285156,24.10,0.1876,78.69,442.0,9.01,6.320000,4931.00,0.7740,0.8650
4076098,CONFIRMED,3.990105908,2.41080,0.074711,7.45,0.0493,87.09,1124.0,378.53,11.450000,5926.00,0.9130,1.0040
4551328,FALSE POSITIVE,0.522058620,2.08470,0.283326,27.16,0.0120,28.22,2022.0,3951.57,1.407000,5359.00,0.8780,0.8470
4282872,CONFIRMED,10.035381809,3.40620,0.048571,4.42,0.0886,89.81,786.0,90.33,23.541000,5813.00,0.8330,0.9250
4639868,FALSE POSITIVE,53.100942624,2.28680,0.226043,24.02,0.2630,89.56,464.0,10.93,128.679000,5465.00,0.9730,0.8590
10555375,FALSE POSITIVE,5.801813680,4.11900,0.019721,4.52,0.0665,74.49,1491.0,1168.82,3.620000,6020.00,2.0970,1.1620
4372768,FALSE POSITIVE,15.640251500,6.22200,0.200775,18.11,0.1123,77.78,640.0,39.55,5.520000,5346.00,0.8260,0.7710
7375795,FALSE POSITIVE,0.691666384,1.96030,0.005641,0.58,0.0144,76.60,2031.0,4014.57,2.383000,5687.00,0.9430,0.8300
7211221,CONFIRMED,5.621543150,2.41430,0.013022,1.37,0.0603,86.54,992.0,229.04,12.290000,5637.00,0.9600,0.9240
7025526,FALSE POSITIVE,1.074106954,1.97970,0.007090,0.52,0.0184,88.34,1255.0,588.96,4.186000,4699.00,0.6760,0.7560
9451127,FALSE POSITIVE,5.117401517,4.30560,0.247032,28.41,0.0609,85.88,1130.0,385.51,9.516000,6161.00,1.0530,1.1500
9446824,FALSE POSITIVE,4.202336730,3.69730,0.197000,23.53,0.0524,89.98,1246.0,570.87,10.416400,6185.00,1.0940,1.0830
11356260,CONFIRMED,8.506980690,2.93800,0.017613,1.90,0.0802,86.53,900.0,155.42,13.470000,5822.00,0.9860,0.9510
11044770,FALSE POSITIVE,15.608652440,6.26000,0.023255,6.17,0.1508,79.38,1419.0,958.55,5.350000,8014.00,2.4300,1.8740
11600889,CONFIRMED,0.669310092,1.62740,0.010342,1.13,0.0149,87.19,1983.0,3643.96,3.193300,5475.00,1.0030,0.9770
11197126,FALSE POSITIVE,4.494498254,1.97420,0.167135,62.11,0.0624,72.04,1667.0,1824.84,3.730000,5117.00,3.4030,1.5980
11043167,CONFIRMED,44.930670600,6.53900,0.019559,2.49,0.2654,89.42,565.0,24.17,47.200000,6121.00,1.1640,1.2330
8612847,CONFIRMED,14.131753090,4.01360,0.033654,3.02,0.1106,86.95,675.0,49.18,15.940000,5616.00,0.8220,0.9070
8552583,FALSE POSITIVE,1.061934816,3.25510,0.270704,25.72,0.0202,25.09,1660.0,1789.63,1.380000,5730.00,0.8700,0.9680
8547140,CONFIRMED,11.419261410,3.99080,0.027481,1.48,0.0795,89.36,419.0,7.32,21.830000,3823.00,0.4920,0.5130
8519253,FALSE POSITIVE,5.938210650,2.51280,0.664007,61.63,0.0626,69.52,996.0,231.93,4.700000,6123.00,0.8500,0.9240
8813698,CANDIDATE,268.941097400,5.44340,0.095141,13.57,0.8272,89.85,321.0,2.52,295.800000,5798.00,1.3060,1.0410
8757910,FALSE POSITIVE,0.655001616,1.81360,0.139253,31.77,0.0168,26.85,3162.0,23595.49,1.257000,6426.00,2.0890,1.4660
4074736,CANDIDATE,80.966956100,2.52760,0.062648,5.04,0.3412,90.00,364.0,4.14,260.000000,5611.00,0.7370,0.8240
4072526,CONFIRMED,33.199635500,5.02200,0.029607,2.85,0.1894,89.98,485.0,13.09,52.000000,5102.00,0.8800,0.8190
4150539,FALSE POSITIVE,8.653065870,4.48600,0.261014,19.78,0.0726,74.99,633.0,37.94,4.720000,4641.00,0.6940,0.6820
4274548,CANDIDATE,6.800820320,1.98830,0.025016,1.88,0.0636,88.43,697.0,55.83,21.790000,4805.00,0.6880,0.7690
4455231,CONFIRMED,19.305816620,4.29020,0.024067,4.00,0.1428,90.00,815.0,104.41,35.210000,5661.00,1.5220,1.0400
8953257,FALSE POSITIVE,3.221785738,3.34110,0.220219,25.03,0.0430,83.62,1357.0,800.37,6.996100,6250.00,1.0410,1.0130
8971432,FALSE POSITIVE,0.624387500,1.92102,0.436347,29.45,0.0122,61.97,1639.0,1693.36,2.461500,5211.00,0.6180,0.6120
9278553,FALSE POSITIVE,18.610092584,4.98308,0.567690,55.23,0.1362,87.30,686.0,52.24,26.735000,6077.00,0.8910,0.9740
9527915,CONFIRMED,13.221753580,2.78840,0.027249,2.38,0.1032,89.23,640.0,39.56,33.400000,5211.00,0.7990,0.8380
9143254,FALSE POSITIVE,1.137525054,2.68228,0.417737,42.74,0.0209,61.46,1746.0,2197.52,2.590400,5912.00,0.9370,0.9390
8949247,FALSE POSITIVE,23.799939273,5.02319,0.495144,51.74,0.1616,88.15,637.0,38.92,35.173000,5934.00,0.9570,0.9910
11336883,CONFIRMED,7.168930640,4.67660,0.010094,1.61,0.0779,86.64,1187.0,469.56,9.770000,6221.00,1.4580,1.2250
11336883,CANDIDATE,54.325574000,9.86000,0.006120,0.76,0.2997,89.95,545.0,20.85,41.800000,6343.00,1.1370,1.2130
11336883,CANDIDATE,20.019595990,7.00000,,,,,,,,,,
12506351,FALSE POSITIVE,1.227758770,2.75450,0.427993,48.79,0.0227,70.27,1859.0,2809.86,3.290000,6207.00,1.0440,1.0210
7622486,FALSE POSITIVE,40.246498970,6.02030,0.528220,97.54,0.2425,89.21,768.0,82.27,63.910000,6594.00,1.6910,1.1740
7622486,FALSE POSITIVE,2.279996620,5.77770,0.112311,20.74,0.0358,73.84,2000.0,3775.07,2.657000,6594.00,1.6910,1.1740
9705459,FALSE POSITIVE,2.486586170,2.71890,0.186457,24.39,0.0379,89.46,1461.0,1077.69,8.300000,5892.00,1.1980,1.1730
8564587,CONFIRMED,5.729317577,1.18160,0.028094,2.41,0.0600,88.90,850.0,123.03,31.000000,5320.00,0.7860,0.8820
10925104,CONFIRMED,11.776132317,2.89710,0.035355,2.08,0.0836,88.87,446.0,9.37,27.400000,3980.00,0.5400,0.5600
8564587,CONFIRMED,11.609085330,2.26030,0.019868,1.71,0.0960,89.96,671.0,48.06,40.000000,5320.00,0.7860,0.8820
8631160,CANDIDATE,162.047950200,9.89740,0.067347,11.52,0.6344,89.64,437.0,8.65,104.640000,6309.00,1.5670,1.2940
8552498,FALSE POSITIVE,0.530967162,3.36590,0.182103,23.72,0.0132,12.61,2704.0,12644.75,1.195000,6449.00,1.1930,1.0690
8806072,CONFIRMED,40.058816610,5.59500,0.036180,3.43,0.2265,88.65,489.0,13.57,34.700000,5668.00,0.8680,0.9630
4455231,CONFIRMED,6.097472330,3.43100,0.013336,2.22,0.0662,89.95,1197.0,485.84,13.768000,5661.00,1.5220,1.0400
4455231,CONFIRMED,56.637918000,6.17200,0.022163,3.68,0.2926,89.75,570.0,24.87,68.600000,5661.00,1.5220,1.0400
4285107,FALSE POSITIVE,2.243016513,2.72100,0.017126,1.37,0.0312,80.58,1167.0,438.46,4.500000,5462.00,0.7320,0.8120
4150624,FALSE POSITIVE,8.653121600,4.39000,0.242700,22.58,0.0817,73.02,772.0,84.05,4.160000,5421.00,0.8520,0.9690
8972058,CONFIRMED,8.990886210,4.24470,0.021706,2.78,0.0856,85.95,960.0,200.35,10.900000,5881.00,1.1710,1.0320
9346253,FALSE POSITIVE,34.064566412,9.61140,0.159817,15.57,0.2026,88.93,570.0,25.00,28.030000,6161.00,0.8920,0.9550
9002237,FALSE POSITIVE,4.350087749,2.64280,0.238040,24.77,0.0528,84.03,1136.0,393.20,9.480000,6060.00,0.9530,1.0360
9288786,FALSE POSITIVE,1.744101106,1.54970,0.093903,7.21,0.0253,85.46,1016.0,251.54,7.810000,4368.00,0.7030,0.7060
8958035,FALSE POSITIVE,7.981187121,1.80710,0.173590,18.75,0.0797,86.81,966.0,205.88,18.620000,6217.00,0.9890,1.0560
9040849,FALSE POSITIVE,4.118775582,3.76000,0.051192,4.48,0.0484,83.00,1067.0,306.75,6.190000,5944.00,0.8020,0.9050
9202151,CANDIDATE,1.694740233,1.68640,0.036824,2.12,0.0229,83.71,797.0,95.14,6.120000,3764.00,0.5270,0.5550
7842610,FALSE POSITIVE,0.971933156,1.92650,0.499217,50.75,0.0184,52.85,1754.0,2240.48,2.351000,5592.00,0.9310,0.8830
7830637,FALSE POSITIVE,121.599127800,15.15960,4.104438,379.63,0.4693,85.18,358.0,3.87,59.600000,6036.00,0.8470,0.9310
4760746,CANDIDATE,15.068060768,3.30110,0.156734,16.43,0.1213,88.07,742.0,71.78,26.185000,5982.00,0.9600,1.0470
7832356,CONFIRMED,7.886632468,5.21470,0.072520,8.99,0.0762,89.78,996.0,232.07,12.394900,5847.00,1.1350,0.9460
9643874,CONFIRMED,8.027681123,3.09420,0.087025,8.43,0.0787,88.52,824.0,109.35,19.190000,5569.00,0.8870,1.0090
8800954,CONFIRMED,704.962626000,18.00300,0.050753,4.53,1.4108,89.95,178.0,0.24,185.000000,5305.00,0.8180,0.7530
8583696,CONFIRMED,50.286359770,6.32120,0.030461,3.88,0.2678,89.98,543.0,20.59,62.620000,5900.00,1.1670,1.0120
8804283,CONFIRMED,22.790203510,5.03940,0.022330,2.57,0.1528,89.94,634.0,38.27,35.303000,5478.00,1.0530,0.9140
8804283,CONFIRMED,13.260797920,3.91200,0.012760,1.47,0.1065,89.51,760.0,78.79,25.610000,5478.00,1.0530,0.9140
8552565,FALSE POSITIVE,1.061932545,2.14290,0.011349,2.29,0.0215,75.43,2508.0,9391.15,2.840000,6134.00,1.8510,1.1790
4155328,CONFIRMED,127.833499700,10.91400,0.039937,9.46,0.5829,89.72,554.0,22.21,85.300000,6505.00,2.1700,1.6130
4077526,CONFIRMED,10.218645320,3.80200,0.019663,2.33,0.0927,88.76,920.0,169.13,19.130000,6100.00,1.0830,1.0170
4077526,CONFIRMED,15.573637000,5.32600,0.024840,2.94,0.1228,83.89,799.0,96.38,8.890000,6100.00,1.0830,1.0170
4077526,CONFIRMED,40.101556100,5.24600,0.024714,2.92,0.2307,88.44,583.0,27.31,31.900000,6100.00,1.0830,1.0170
4077526,CONFIRMED,4.458148970,2.86700,0.013643,1.61,0.0533,84.65,1212.0,511.60,8.090000,6100.00,1.0830,1.0170
8937021,FALSE POSITIVE,5.663621501,1.29680,0.031337,2.47,0.0568,89.72,774.0,84.76,33.950000,4917.00,0.7230,0.7610
8935810,CONFIRMED,6.230335000,1.64930,0.039196,3.70,0.0660,87.55,875.0,138.33,18.880000,5477.00,0.8650,0.9830
2441495,CONFIRMED,12.493407250,2.26140,0.025332,2.20,0.0994,89.04,649.0,42.08,35.300000,5207.00,0.7950,0.8400
9455556,CONFIRMED,6.626434410,3.17520,0.025799,2.54,0.0692,89.61,895.0,151.59,16.270000,5616.00,0.9030,1.0060
9455556,CONFIRMED,3.701220610,2.52300,0.016399,1.62,0.0469,89.09,1087.0,330.02,11.230000,5616.00,0.9030,1.0060
9427402,CANDIDATE,6.247030799,1.48480,0.035446,1.89,0.0528,89.93,512.0,16.23,33.260000,3821.00,0.4870,0.5030
3732821,CONFIRMED,13.734740710,2.76900,0.032176,2.71,0.1010,86.64,634.0,38.11,16.080000,5196.00,0.7720,0.7260
3962440,CANDIDATE,700.002982170,7.65250,0.052659,6.43,1.6115,89.95,238.0,0.76,728.800000,6487.00,1.1180,1.1360
3534076,CANDIDATE,272.086835300,2.71450,0.068915,5.95,0.7652,89.95,251.0,0.93,770.000000,5587.00,0.7910,0.8060
3962357,CONFIRMED,14.553874880,6.97300,0.020953,3.45,0.1256,80.57,939.0,183.48,5.830000,6143.00,1.5070,1.2460
9110357,FALSE POSITIVE,0.895277575,2.71100,0.025524,9.27,0.0231,50.55,4253.0,77480.31,1.461000,8040.00,3.3250,2.0530
8394721,CONFIRMED,81.063789500,3.00100,0.020793,3.01,0.3790,89.81,511.0,16.12,172.800000,6198.00,1.3240,1.1010
8609450,CONFIRMED,24.805677500,6.14800,0.022674,2.16,0.1540,89.99,588.0,28.22,31.527000,5600.00,0.8720,0.7930
6541920,CONFIRMED,13.024933070,4.57060,0.025235,2.88,0.1055,89.99,786.0,90.10,22.327000,5657.00,1.0460,0.9210
8609450,CONFIRMED,44.347193600,6.43000,0.025732,2.45,0.2269,89.70,484.0,13.00,52.100000,5600.00,0.8720,0.7930
8609450,CONFIRMED,9.220769100,4.90700,0.010738,1.02,0.0796,89.85,817.0,105.63,14.511000,5600.00,0.8720,0.7930
8609450,CONFIRMED,13.639664800,5.42500,0.011586,1.10,0.1034,89.69,717.0,62.60,19.330000,5600.00,0.8720,0.7930
4243911,CONFIRMED,1.922799706,1.86040,0.014398,1.28,0.0290,89.74,1215.0,514.44,8.026000,5194.00,0.8150,0.8790
4466677,CONFIRMED,3.222975318,2.92470,0.014062,1.47,0.0412,87.67,1239.0,558.65,8.100000,5823.00,0.9600,0.8990
4466677,CANDIDATE,42.037066200,6.28200,0.015824,1.66,0.2285,89.01,527.0,18.16,38.900000,5823.00,0.9600,0.8990
4466677,CANDIDATE,21.011206800,4.50700,0.013379,1.40,0.1439,87.50,663.0,45.79,19.510000,5823.00,0.9600,0.8990
4135665,CONFIRMED,4.168118390,2.80840,0.015888,2.28,0.0507,85.09,1277.0,628.73,8.290000,5689.00,1.3130,1.0000
9269281,CONFIRMED,5.823489110,2.24410,0.031846,3.00,0.0615,85.35,955.0,196.33,10.810000,5774.00,0.8640,0.9160
9100484,CANDIDATE,8.750597750,2.82880,0.026678,2.27,0.0797,89.18,682.0,51.00,22.990000,4942.00,0.7790,0.8840
9157908,FALSE POSITIVE,9.414750560,4.73600,0.171402,19.33,0.0891,72.08,962.0,202.58,3.730000,6406.00,1.0330,1.0610
9030447,FALSE POSITIVE,0.566690060,2.16740,0.010042,1.52,0.0147,64.74,2955.0,18023.71,1.656000,6899.00,1.3860,1.3210
9034103,CONFIRMED,7.139697050,3.98100,0.020664,2.24,0.0750,89.89,965.0,205.23,13.990000,6014.00,0.9930,1.1010
9214942,CONFIRMED,18.754702380,3.03310,0.028262,1.67,0.1139,89.96,382.0,5.03,48.550000,3976.00,0.5400,0.5590
3858704,FALSE POSITIVE,3.003632190,3.73200,0.009909,1.43,0.0414,80.46,1571.0,1441.44,4.390000,6309.00,1.3200,1.0460
3749134,CONFIRMED,11.301230360,4.02200,0.015086,1.85,0.0988,89.69,852.0,124.42,21.650000,5730.00,1.1220,1.0050
3556220,FALSE POSITIVE,0.796722833,2.45510,0.009910,1.44,0.0160,73.79,2401.0,7844.64,2.153000,5959.00,1.3340,0.8580
3660924,CONFIRMED,4.241536290,2.97100,0.012577,1.44,0.0491,88.62,1177.0,452.95,10.700000,5776.00,1.0470,0.8750
3939150,CONFIRMED,17.324191080,8.04500,0.015500,3.14,0.1385,86.03,964.0,204.10,11.030000,5968.00,1.8570,1.1790
8628758,CONFIRMED,14.374575720,4.78920,0.016643,1.94,0.1137,89.91,779.0,87.24,23.300000,5768.00,1.0670,0.9460
8628758,CONFIRMED,9.651883310,4.29600,0.009238,1.08,0.0872,89.59,890.0,148.32,17.200000,5768.00,1.0670,0.9460
8509361,FALSE POSITIVE,6.099011800,3.61120,0.014675,3.16,0.0670,85.92,1374.0,842.53,9.660000,5743.00,1.9710,1.0770
8742590,CONFIRMED,49.478144600,2.49300,0.020297,1.88,0.2587,89.98,462.0,10.73,154.500000,5776.00,0.8490,0.9390
8822366,CONFIRMED,30.863947600,8.86400,0.017519,3.01,0.1978,85.76,743.0,72.05,12.280000,5977.00,1.5710,1.0810
8972058,CONFIRMED,2.403640701,1.40120,0.009671,1.24,0.0355,80.55,1489.0,1164.85,5.590000,5881.00,1.1710,1.0320
4386059,FALSE POSITIVE,2.900607810,2.56300,0.010521,1.58,0.0423,86.53,1645.0,1727.31,7.770000,6547.00,1.3710,1.1980
4650674,CONFIRMED,4.514360960,3.00830,0.013852,1.84,0.0550,89.42,1231.0,543.73,11.560000,5940.00,1.2150,1.0910
4275721,CONFIRMED,3.773598710,2.72820,0.012228,1.29,0.0453,90.00,1270.0,614.52,10.712000,6224.00,0.9690,0.8680
4275721,CONFIRMED,8.181821890,2.45660,0.016756,1.77,0.0759,88.11,981.0,218.90,19.810000,6224.00,0.9690,0.8680
8874090,CONFIRMED,13.323893520,3.22080,0.025595,1.26,0.0862,89.87,378.0,4.83,32.330000,3751.00,0.4500,0.4790
11666881,CONFIRMED,4.919584997,4.19880,0.019011,2.86,0.0605,88.43,1312.0,702.13,8.880000,6236.00,1.3780,1.2240
9264949,CONFIRMED,11.419118860,5.13500,0.025962,3.32,0.1070,81.99,921.0,170.33,6.790000,6311.00,1.1720,1.2530
9271752,CONFIRMED,11.361132540,4.18860,0.023554,2.60,0.1013,87.16,869.0,134.97,14.820000,6244.00,1.0090,1.0690
9007866,FALSE POSITIVE,1.386635800,4.77000,0.007712,0.72,0.0239,80.21,1503.0,1205.94,2.180000,5693.00,0.8560,0.9500
9150827,CONFIRMED,14.534108330,3.30940,0.022589,1.36,0.0956,88.07,420.0,7.34,22.700000,3957.00,0.5530,0.5510
3939150,CONFIRMED,33.006318500,7.11800,0.015448,3.13,0.2129,89.33,778.0,86.38,33.220000,5968.00,1.8570,1.1790
3839488,CONFIRMED,11.131271590,4.23720,0.013138,2.06,0.1036,89.97,952.0,194.31,20.340000,5800.00,1.4350,1.1950
3542588,FALSE POSITIVE,3.471439630,3.66300,0.009818,1.19,0.0471,82.04,1358.0,805.05,5.200000,6341.00,1.1110,1.1540
3442055,CONFIRMED,29.619389100,4.95950,0.016028,1.74,0.1817,89.94,580.0,26.79,46.310000,5618.00,0.9960,0.9110
3440861,FALSE POSITIVE,3.503761550,3.16000,,,,,,,,,,
12252424,CONFIRMED,8.925079516,2.67660,0.031128,2.36,0.0763,87.69,628.0,36.89,18.320000,4728.00,0.6930,0.7680
8700771,CONFIRMED,8.092210500,5.76960,0.009433,1.44,0.0764,75.28,1089.0,331.65,3.740000,5774.00,1.3950,0.9070
10960993,FALSE POSITIVE,3.117087797,3.06941,0.396147,88.51,0.0471,75.25,1842.0,2725.12,4.927000,6338.00,2.0460,1.4340
6541920,CONFIRMED,22.687155000,5.49210,0.028022,3.20,0.1528,89.96,653.0,42.95,32.439000,5657.00,1.0460,0.9210
10599397,FALSE POSITIVE,0.937406378,1.95150,0.077020,7.09,0.0179,69.33,1659.0,1790.11,2.499000,5480.00,0.8430,0.8760
10879208,FALSE POSITIVE,0.668483615,2.09090,0.333884,29.53,0.0145,39.03,1832.0,2642.17,1.634000,5546.00,0.8100,0.9070
10843203,FALSE POSITIVE,4.429633087,3.02570,0.363622,32.12,0.0498,77.56,950.0,192.62,5.870000,5344.00,0.8090,0.8370
4570931,FALSE POSITIVE,1.544927524,1.01340,0.011226,1.39,0.0264,86.95,1824.0,2606.96,10.030000,6309.00,1.1320,1.0180
4136466,CONFIRMED,4.487587680,2.87400,0.009999,1.37,0.0528,87.03,1305.0,684.07,10.270000,6060.00,1.2570,0.9720
7284688,FALSE POSITIVE,0.323021692,2.34420,0.437110,46.40,0.0087,45.26,2545.0,9913.70,1.579000,5458.00,0.9720,0.8280
7199774,FALSE POSITIVE,4.708186280,3.27800,0.440337,42.99,0.0548,84.08,1046.0,282.41,10.500000,5868.00,0.8940,0.9870
7037540,FALSE POSITIVE,14.405857436,5.48509,0.159345,23.42,0.1174,90.00,888.0,146.95,23.270680,5945.00,1.3460,1.0390
6866228,FALSE POSITIVE,7.702374154,3.84590,2.485195,225.25,0.0744,77.38,825.0,109.38,15.320000,5598.00,0.8300,0.9280
9391208,CONFIRMED,16.560625770,2.61100,0.031445,2.94,0.1144,86.99,701.0,57.28,18.290000,5818.00,0.8550,0.7270
9391506,CONFIRMED,15.749585830,4.66720,0.024707,2.77,0.1266,88.24,777.0,86.18,20.700000,6191.00,1.0250,1.0880
8950853,CONFIRMED,37.814525200,9.10900,0.021172,3.04,0.2341,87.34,626.0,36.25,18.190000,5988.00,1.3140,1.1960
9006449,CONFIRMED,12.645042910,9.11700,0.016062,1.55,0.0987,77.82,741.0,71.28,4.410000,5607.00,0.8860,0.8000
9006449,CONFIRMED,21.526295800,8.39200,0.014029,1.36,0.1408,86.20,621.0,35.03,12.140000,5607.00,0.8860,0.8000
9006449,CONFIRMED,33.884582500,6.53800,0.017958,1.74,0.1905,85.87,533.0,19.13,13.350000,5607.00,0.8860,0.8000
4043190,CONFIRMED,6.400871370,2.55610,0.012298,1.91,0.0662,85.17,1109.0,357.44,10.230000,5426.00,1.4210,0.9430
3640905,CONFIRMED,30.159941100,7.87400,0.013612,4.54,0.2130,87.47,836.0,115.69,18.150000,5010.00,3.0510,1.4140
3640905,CONFIRMED,51.077104800,11.23300,0.010971,3.66,0.3027,89.07,702.0,57.28,30.560000,5010.00,3.0510,1.4140
4060815,FALSE POSITIVE,4.285675600,4.05900,0.005229,2.13,0.0579,85.37,1790.0,2429.13,6.860000,5055.00,3.7330,1.4290
